attributes.Good For.latenight,attributes.Parking.lot,business_id,categories,name,attributes.Price Range,review_count,state,full_address,city,stars,latitude,longitude,neighborhoods
TRUE,TRUE,ntJAKLAq0cXzzdFgPoo0Iw,"['Bars', 'Sports Bars', 'Burgers', 'Nightlife', 'Chicken Wings', 'Restaurants']",Harvey's Wineburger,1,166,AZ,"4812 N 16th St
Phoenix, AZ 85016",Phoenix,4,33.5080289,-112.0479851,[]
FALSE,,NtM5HKXI8MzV8QDn0HLeSw,"['Japanese', 'Restaurants']",Hyang Jin Japanese Restaurant,2,11,QC,"5332 Queen-Mary Ch
Côte-des-Neiges
montreal, QC H3X 1T7",montreal,4,45.4829186,-73.6294696,[u'C\xf4te-des-Neiges']
FALSE,TRUE,NtmLlKfCFfM0K5j6WWKxQA,"['Delis', 'Sandwiches', 'Restaurants']",Heidi's Brooklyn Deli,1,102,AZ,"8360 W Thunderbird Rd
Peoria, AZ 85381",Peoria,3.5,33.611458,-112.2391254,[]
FALSE,FALSE,ntnhKjCbJ0fMZAxDJSHrpQ,"['Indian', 'Restaurants']",Rasoï,3,34,QC,"3459 rue Notre-Dame Ouest
Sud-Ouest
montreal, QC H4C 1P2",montreal,4,45.4802688,-73.5797791,['Sud-Ouest']
FALSE,FALSE,nTPnejWVdbNkXRaPCJVDAQ,"['Wine Bars', 'Bars', 'Restaurants', 'Nightlife', 'Italian']",Senti,2,41,PA,"3473 Butler St
Lawrenceville
Pittsburgh, PA 15201",Pittsburgh,3.5,40.46421688,-79.96638473,['Lawrenceville']
FALSE,TRUE,nts2OALwvyvfNh9focRZ3w,"['Burgers', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",Hillside Spot,2,408,AZ,"4740 E Warner Rd
Phoenix, AZ 85044",Phoenix,3.5,33.331655,-111.982113,[]
FALSE,FALSE,nTtHXkGVjBrE1Eez-mT3aA,"['Japanese', 'Restaurants']",Osaka House,2,27,WI,"505 State St
Capitol
Madison, WI 53703",Madison,2.5,43.0746855,-89.3939466,['Capitol']
FALSE,TRUE,NtV0tKJB-NzkJ3l4aYzSVg,"['Italian', 'Pizza', 'Restaurants']",Italian Village Pizza,1,21,PA,"979 Freeport Rd
Pittsburgh, PA 15238",Pittsburgh,3.5,40.48813,-79.886946,[]
TRUE,TRUE,Ntzv4OWdwq1lNW7lnTJoyg,"['Bars', 'Pubs', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']",PT's,2,36,NV,"3770 S Hualapai Way
South Summerlin
Las Vegas, NV 89147",Las Vegas,4,36.121194,-115.314419,"['South Summerlin', 'Spring Valley']"
FALSE,TRUE,Nu0_tUBN6R9Oc-YsLVFNJg,"['American (Traditional)', 'Pizza', 'Restaurants']",California Pizza Kitchen,2,77,AZ,"3163 W Chandler Blvd
Ste 4
Chandler, AZ 85226",Chandler,3.5,33.3056618,-111.8975543,[]
FALSE,FALSE,nu0giYqJOGLVsZLUdPwQOw,"['Japanese', 'Restaurants']",Hanaya Garden,1,23,NC,"9630 University City Blvd
University City
Charlotte, NC 28213",Charlotte,4,35.3070841,-80.7209367,['University City']
FALSE,FALSE,nU1xvCBFBVkahDrZSoN2Rw,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']",Denny's,2,17,AZ,"1401 N 75th Ave
Phoenix, AZ 85043",Phoenix,3,33.46414305,-112.2200981,[]
FALSE,TRUE,NU3ATvxbS_w_9SRQHVzqDg,"['Japanese', 'Chinese', 'Restaurants']",Shun Lee Palace,2,59,NC,"4340 Colwick Rd
Cotswold
Charlotte, NC 28211",Charlotte,2.5,35.177439,-80.798697,['Cotswold']
FALSE,TRUE,Nu42V8bUL3FYuNqVSNv0_g,"['American (New)', 'Restaurants']",The Lodge,2,25,AZ,"303 E Farmer Dr
Tempe, AZ 85281",Tempe,3.5,33.42966259,-111.9444981,[]
FALSE,TRUE,nuCgH96Tfe6CFXznvmKdhA,"['Pakistani', 'Indian', 'Restaurants']",Maharani Indian Cuisine,2,97,NC,"901 S Kings Dr
Ste 115
Myers Park
Charlotte, NC 28204",Charlotte,3,35.20664473,-80.83555698,['Myers Park']
,,NUdJeXSGyc_-gK7uaaEyaw,"['Pizza', 'Restaurants']",Original Milano's Pizza East Side,1,8,PA,"6004 Centre Ave
Shadyside
Pittsburgh, PA 15206",Pittsburgh,4,40.4598168,-79.9246771,['Shadyside']
FALSE,FALSE,NUDu0NqmNR6fOPKP7WTS1g,"['Fast Food', 'Restaurants']",Pattaterie Chez Philippe,1,6,QC,"1877 Rue Amherst
Ville-Marie
montreal, QC H2L 3L6",montreal,4.5,45.51988,-73.562404,['Ville-Marie']
FALSE,TRUE,NuFs1Sh5wUa7ZLISMtCMRA,"['Breakfast & Brunch', 'American (Traditional)', 'Southern', 'Restaurants']",Cracker Barrel Old Country Store,2,109,AZ,"1209 N Litchfield Rd
Goodyear, AZ 85395",Goodyear,3.5,33.45914387,-112.3570805,[]
FALSE,FALSE,nuHftEWNyMIsa4R4OpqlQg,"['Thai', 'Restaurants']",Brown Rice Thai Kitchen,2,65,NV,"1910 Village Center Cir
Ste 3
Summerlin
Las Vegas, NV 89134",Las Vegas,4,36.19329144,-115.3040919,['Summerlin']
FALSE,FALSE,Nui7Cnhrhrm4Ar2rcSHbIA,"['Bars', 'American (New)', 'Cocktail Bars', 'Nightlife', 'Restaurants']",Industry Public House,2,377,PA,"4305 Butler St
Lawrenceville
Pittsburgh, PA 15201",Pittsburgh,3.5,40.4707828,-79.9602498,['Lawrenceville']
,,nUiGPvsAAAVe90hlQYpVhQ,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",Taco Bell,1,14,NC,"1800 E Woodlawn Rd
Charlotte, NC 28209",Charlotte,2.5,35.171225,-80.845962,[]
FALSE,,nUINWeDBHOliyCU13vXTMA,"['British', 'Restaurants']",Cramond Gallery Bistro,2,5,EDH,"4-5 Riverside
Edinburgh EH4 6NY",Edinburgh,3,55.9796438,-3.3021137,[]
FALSE,TRUE,nukg1Rk89Y2slg5n8r7hOQ,"['Bars', 'Restaurants', 'Nightlife', 'American (New)', 'Sports Bars', 'Sandwiches']",Primanti Bros.,1,67,PA,"1539 Washington Rd
Mt. Lebanon, PA 15228",Mt. Lebanon,3.5,40.356088,-80.0502849,[]
FALSE,TRUE,NUkwod-8wWjQ-3ghMoh8bQ,"['Burgers', 'Hot Dogs', 'American (New)', 'Restaurants']",Lucky's Burgers & Hotdog Grill,1,102,AZ,"7000 E Mayo Blvd
Ste 1066
Phoenix, AZ 85054",Phoenix,4,33.65818112,-111.9317863,[]
TRUE,TRUE,NUl8uEz5ijDAZvkgCQrrpA,"['Bars', 'Pubs', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']",PT's,2,39,NV,"2135 E Centennial Pkwy
Las Vegas, NV 89081",Las Vegas,3,36.2760304,-115.120388,[]
FALSE,FALSE,NulKeGrS35q9Pr7GIMtSig,"['Chinese', 'Restaurants']",Rose Garden Chinese Restaurant,1,33,NV,"14 W Pacific Ave
Henderson, NV 89015",Henderson,4,36.03350513,-114.9856881,[]
FALSE,TRUE,nUsD97mSvgpYKwmaMNKGHg,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']",The Hub Grill and Bar,2,284,AZ,"1925 S Sossaman Rd
Mesa, AZ 85209",Mesa,4,33.380424,-111.66622,[]
,,NUUA2Tr-LwtrkRFhYq5OUg,"['Cafes', 'Restaurants']",Restaurant du Jardin Botanique de montreal,,5,QC,"4101 Rue Sherbrooke Est
Rosemont-La Petite-Patrie
montreal, QC H1X 2B2",montreal,3,45.556049,-73.556809,['Rosemont-La Petite-Patrie']
FALSE,TRUE,nUUYvBafHYH-O4Pht6lgsw,"['Fast Food', 'American (New)', 'Salad', 'Restaurants']",Salad and Go,1,188,AZ,"743 N Gilbert Rd
Gilbert, AZ 85234",Gilbert,4.5,33.3616325,-111.7896774,[]
FALSE,FALSE,NuVrKI8c_4WjA869OiOScQ,"['Ramen', 'Japanese', 'Restaurants']",Ramen Ya Katana,1,74,NV,"3615 Las Vegas Blvd S
Ste 109
The Strip
Las Vegas, NV 89109",Las Vegas,3.5,36.1138863,-115.1727539,['The Strip']
FALSE,TRUE,NV_5Izjv6Cb7TRsvJAPHtw,"['Korean', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']",Served,2,65,NV,"1770 W Horizon Ridge
Ste 100
Henderson, NV 89012",Henderson,4.5,36.0107202,-115.0648029,[]
FALSE,FALSE,Nv3oky9GGH5KPiXjXIOSKw,"['Bars', 'Pubs', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']",PT's,1,22,NV,"739 S Rainbow Blvd
Westside
Las Vegas, NV 89145",Las Vegas,2.5,36.1651692,-115.244802,['Westside']
FALSE,FALSE,nV4R2FwZ32sOVA1IybMmBg,"['Sandwiches', 'Restaurants']",Jimmy John's,1,4,AZ,"2640 E Germann Rd
Ste 4
Chandler, AZ 85286",Chandler,3.5,33.27998913,-111.795322,[]
FALSE,,nV79jhp3QzgSwV49bRTxiA,"['Bars', 'Pubs', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']",PT's,2,10,NV,"6055 E Lake Mead Blvd
Sunrise
Las Vegas, NV 89156",Las Vegas,3.5,36.1955901,-115.0404592,['Sunrise']
FALSE,TRUE,nvaAUTTl7oqiJDhuimNG6A,"['Breakfast & Brunch', 'Restaurants']",T.C. Eggington's,2,349,AZ,"1660 S Alma School Rd
Ste 129
Mesa, AZ 85210",Mesa,4,33.3841971,-111.8593691,[]
,,-nVb-85KJk5G14cON3gM6w,"['Food', 'Barbeque', 'Food Trucks', 'Restaurants']",One Eighty Q,2,4,AZ,"Phoenix, AZ 85020",Phoenix,5,33.56781,-112.052856,[]
FALSE,,NVBDwjujs-VLhlUPI3-8MA,"['Food', 'Sandwiches', 'Food Trucks', 'Restaurants']",Zoe's Food Truck,2,4,QC,"8855 Ave Parc
Ahunstic-Cartierville
montreal, QC H2N 1Y7",montreal,4,45.5364685,-73.6480789,['Ahunstic-Cartierville']
FALSE,FALSE,NVbsw_Ru2vK_5iuOtJ6PWg,"['Indonesian', 'Restaurants']",Gado Gado Indonesian Cuisine,2,85,QC,"1242 Rue Mackay
Ville-Marie
montreal, QC H3G 2H5",montreal,4,45.495379,-73.576272,['Ville-Marie']
FALSE,FALSE,NVd62TiMpDGe-Q_bswZ0Gw,"['Japanese', 'Restaurants']",Tresor De Tokyo,2,8,QC,"4805 Boul Des Sources
Dollard-des-Ormeaux
Pierrefonds, QC H8Y 3C6",Pierrefonds,4,45.5041911,-73.817282,['Dollard-des-Ormeaux']
FALSE,,nVg5Ixh0hLtPcc5prc6tzQ,"['Fast Food', 'Sandwiches', 'Restaurants']",Subway,1,7,AZ,"2095 N Alma School Rd
Chandler, AZ 85224",Chandler,3.5,33.3372778,-111.8584601,[]
FALSE,,NVGQE0sxOQdTcq38qq0Awg,"['Food', 'Coffee & Tea', 'Scottish', 'Restaurants']",Deacons House Cafe,2,16,EDH,"3 Brodie's Close
304 Lawnmarket
Old Town
Edinburgh EH1 2PS",Edinburgh,3,55.9491994,-3.1930941,"['Old Town', 'Royal Mile']"
,,NvhxK2Cw9Fl4IYnsC_7k7Q,"['Restaurants', 'Caribbean', 'African']",Smitty's Kitchen,2,6,AZ,"7153 N 59th Ave
Glendale, AZ 85301",Glendale,4.5,33.54194479,-112.1859951,[]
FALSE,FALSE,nVkWHJB5Vajy_6pGOVyXZw,"['Bars', 'Asian Fusion', 'Nightlife', 'Restaurants']",Bar Soba,2,22,EDH,"104 Hanover Street
New Town
New Town
Edinburgh EH2 1DR",Edinburgh,3,55.9545117,-3.1978261,['New Town']
FALSE,TRUE,nvloEM8mcESIh6Yf2s2O_Q,"['Food', 'Poke', 'Japanese', 'Hawaiian', 'Restaurants']",Sweet Poké,1,59,NV,"7965 S Rainbow Blvd
Ste 135
Southwest
Las Vegas, NV 89139",Las Vegas,4,36.0433766,-115.2434474,['Southwest']
,FALSE,nVPe8vSrvGStsupNliN9nA,"['Restaurants', 'Italian']",Italia Express,1,6,NV,"755 S Grand Central Pkwy
Downtown
Las Vegas, NV 89106",Las Vegas,3,36.1643156,-115.1574463,['Downtown']
FALSE,FALSE,NVunai1t_GXQCAdDzFWJkQ,"['American (Traditional)', 'Sushi Bars', 'Japanese', 'Restaurants']",Blue Ribbon Sushi Bar and Grill,3,563,NV,"The Cosmopolitan of Las Vegas
3708 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",Las Vegas,3.5,36.10979988,-115.17462,['The Strip']
FALSE,TRUE,nvuw2UgZV-Y-WEmHOaLRkg,"['Fast Food', 'Restaurants']",Chick-fil-A,1,40,AZ,"4908 S Power Rd
Mesa, AZ 85212",Mesa,4.5,33.32713631,-111.6876369,[]
FALSE,TRUE,n-vWpCOGz8OlmdX-4PvhdA,"['Latin American', 'Restaurants']",Las Pupusas Restaurant,1,80,NV,"641 N Stephanie St
Henderson, NV 89014",Henderson,4,36.065709,-115.047383,[]
FALSE,FALSE,NVxVxIejYzTYC0Pykia91A,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Coffee & Tea', 'Restaurants']",4&20 Bakery & Cafe,1,122,WI,"305 N 4th St
Emerson East
Madison, WI 53704",Madison,4.5,43.0982338,-89.3570463,['Emerson East']
FALSE,FALSE,nw6QlrlnIr-gGVwLFVMXhw,"['Sushi Bars', 'Taiwanese', 'Japanese', 'Restaurants']",Osaka Grill Teriyaki & Roll,1,10,AZ,"681 East Apache Boulevard
Suite 108
Tempe, AZ 85281",Tempe,3,33.4142594,-111.9288941,[]
FALSE,TRUE,Nw8lWJRGybAsciao9h-R2Q,"['Sandwiches', 'Vegan', 'Salad', 'Restaurants']",Bronze Cafe,2,557,NV,"401 S Maryland Pkwy
Downtown
Las Vegas, NV 89101",Las Vegas,4.5,36.1619276,-115.1346287,['Downtown']
FALSE,FALSE,NW8oT7STzS_lnGq9na1hKw,"['Cafes', 'Restaurants']",Goldstück,2,9,BW,"Karlstr. 9
76133 Karlsruhe",Karlsruhe,4.5,49.0113,8.39522,[]
FALSE,TRUE,nW8z5yrUmPekUzdqJ0-OPA,"['Malaysian', 'Restaurants']",Island Malaysian Cuisine,2,174,NV,"5115 Spring Mountain Rd
Ste 217
Chinatown
Las Vegas, NV 89103",Las Vegas,4,36.125592,-115.211199,['Chinatown']
FALSE,FALSE,nwFz5fF0snSh8YnCw6wTHQ,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",Pizza Hut,2,9,AZ,"2755 S 99th Ave
Ste 101
Tolleson, AZ 85353",Tolleson,2,33.4221725,-112.2721967,[]
FALSE,FALSE,nWgkRNJhR81Llvw7J67_pA,"['Brasseries', 'Canadian (New)', 'Restaurants']",Les Enfants Terribles,3,10,QC,"Au Sommet Place Ville Marie
3 Place Ville Marie
Ville-Marie
Montreal, QC H3B 2E3",Montreal,3,45.502057,-73.569345,['Ville-Marie']
FALSE,FALSE,NwGV1bsXdoAFEOUsB1HAWg,"['Delis', 'Restaurants']",Vig Deli,2,95,NV,"The M Resort Spa Casino
12300 Las Vegas Blvd S
Henderson, NV 89044",Henderson,3.5,35.965329,-115.168737,[]
FALSE,TRUE,nWJ55k8utQHrDqT_n7nYTg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",Taco Bell,1,10,AZ,"3601 East Baseline Road
Gilbert, AZ 85234",Gilbert,3.5,33.379067,-111.753495,[]
FALSE,TRUE,nwM6Q9WQiDYV8mZ3BYfbfQ,"['Breakfast & Brunch', 'American (Traditional)', 'Cafes', 'Restaurants']",Mimi's Cafe,2,147,NV,"6760 N Durango Dr
Centennial
Las Vegas, NV 89149",Las Vegas,3,36.28286913,-115.2871548,['Centennial']
,FALSE,nwMn1UN8SslncGAudcMXQQ,"['German', 'Bavarian', 'Restaurants']",Hermannbräu,,3,RP,"Stixwörtstr. 4
76767 Hagenbach",Hagenbach,3.5,49.0091,8.25842,[]
FALSE,TRUE,NWN9J0ehlwqVFXiBl4j5EQ,"['Steakhouses', 'Restaurants']",Carve,2,69,NV,"5255 Boulder Hwy
Las Vegas, NV 89122",Las Vegas,4.5,36.1079011,-115.0563724,[]
,FALSE,nw-oVbAtXnQEyCOXObyong,"['Sushi Bars', 'Restaurants']",Sushi Shop,1,7,QC,"915 De Maisonneuve Boul W
Ville-Marie
montreal, QC H3A 0A5",montreal,2,45.5024719,-73.5731847,['Ville-Marie']
FALSE,FALSE,NwwF3ze3MAQ9MQwYNVJUsA,"['Vietnamese', 'Restaurants']",Sao Sao,2,6,QC,"7209 Boulevard Taschereau
Brossard, QC J4Y 1T1",Brossard,3,45.4611089,-73.464396,[]
FALSE,TRUE,nwWpKoY5WxLJaZx-17Y2Mw,"['Barbeque', 'Restaurants']",Dickey's Barbeque Pit,2,76,AZ,"1914 S Power Rd
Suite 101
Mesa, AZ 85206",Mesa,3,33.3802306,-111.6885614,[]
FALSE,,NWYSMwJWPhOhIp8O3VkszQ,"['Breakfast & Brunch', 'Restaurants']",Bonnington Brunch,,4,MLN,"280 Bonnington Road
Leith
Edinburgh EH6 5BE",Edinburgh,4.5,55.9690918,-3.1844272,['Leith']
,FALSE,nwZpULvp0sz_A38zRdwQog,['Restaurants'],Ratsstuben,4,23,BW,"Kirchenplatz 1
76275 Ettlingen",Ettlingen,3.5,48.94142,8.40803,[]
FALSE,TRUE,nX38puAVP3qV7AjYANkObA,"['Japanese', 'Restaurants']",I-Naba,2,173,NV,"3210 S Decatur Blvd
Ste 104
Westside
Las Vegas, NV 89102",Las Vegas,4,36.13174,-115.207661,['Westside']
,,NX44SOz6CeVSMWlaUah61A,"['Fast Food', 'Restaurants']",Bojangles Restaurant,,3,NC,"9501 Stafford Rd
Charlotte, NC 28215",Charlotte,1,35.284067,-80.667329,[]
FALSE,FALSE,nx84GrKZNZmJRqyGeoef0g,"['French', 'Restaurants']",Osco Restaurant,3,16,QC,"360, rue Saint-Antoine W
Ville-Marie
montreal, QC H2Y 3X4",montreal,3.5,45.5028747,-73.5606176,['Ville-Marie']
FALSE,TRUE,nx8B4SQC4pQnMoTVsMs0rg,"['Bars', 'American (Traditional)', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']",Applebee's,2,85,NV,"1635 W Craig Rd
North Las Vegas, NV 89032",North Las Vegas,3,36.2390369,-115.1652561,[]
,,NX8XLEUFXrnh8I18cQzGGw,"['Burgers', 'Restaurants']",McDonalds,,12,NC,"5925 Weddington Rd
Wesley Chapel, NC 28104",Wesley Chapel,1,35.0015777,-80.69516273,[]
,,Nx8YE3dcM1oF5ysT8xIgeg,"['Vietnamese', 'Restaurants']",La Maison Pham,2,4,QC,"610 Boulevard Cartier Ouest
Laval, QC H7V 3X4",Laval,4,45.543309,-73.724228,[]
FALSE,,NxaU7fUFM5Zcf-0XVirSeQ,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",Pizza Lotto,2,18,NV,"600 E Fremont St
Downtown
Las Vegas, NV 89101",Las Vegas,4.5,36.16891343,-115.1384863,['Downtown']
FALSE,FALSE,n-XCVdiTbK5uhl8twwlRZQ,"['Chinese', 'Restaurants']",Chang Jiang,1,16,WI,"646 S Gammon Rd
Madison, WI 53719",Madison,3,43.0508483,-89.5037617,[]
FALSE,FALSE,nXhOURdUwBfswExQ4q4IaQ,"['Pizza', 'Restaurants']",Anthony's Pizza,1,6,PA,"413 Grant Ave
Millvale
Pittsburgh, PA 15209",Pittsburgh,3.5,40.479971,-79.973707,['Millvale']
,FALSE,NxIlkGWegkX1OjmOSVUGuw,"['Breakfast & Brunch', 'Restaurants']",The New Dundee Emporium,3,7,ON,"169 Front St
New Dundee, ON N0B 2E0",New Dundee,3.5,43.3520137,-80.535921,[]
FALSE,TRUE,nXKwzVKJCtIGd4HxXgjdnQ,"['Sushi Bars', 'Japanese', 'Restaurants']",Saketini Japanese Sushi Bar and Lounge,2,142,AZ,"1120 S Dobson Rd
Mesa, AZ 85202",Mesa,3.5,33.394249,-111.8750465,[]
,,NXM8ne3kCsrq3EQo42UW2A,"['Burgers', 'Fast Food', 'Restaurants']",McDonald's,1,13,AZ,"870 N Dysart Rd
Goodyear, AZ 85338",Goodyear,1.5,33.44205387,-112.3411526,[]
TRUE,FALSE,nxMNL6KPzLYqASZfm_d57A,"['Diners', 'Restaurants']",Montreal En Scene,2,4,QC,"Aeroport Montreal - Trudeau
1100 Boul Rene-Levesque
Ville-Marie
montreal, QC H3B 4N4",montreal,2,45.4980779,-73.5702957,['Ville-Marie']
FALSE,,nXOPTOqe8UN5UQPeaFVY4Q,"['American (New)', 'Restaurants']",Cafe Vetro,3,13,NV,"2600 W Harmon Ave
The Strip
Las Vegas, NV 89109",Las Vegas,3.5,36.1092406,-115.1784884,['The Strip']
FALSE,TRUE,NXPuaH5R8rMfYqnnP5s1WA,"['Seafood', 'Fish & Chips', 'Restaurants']",Pete's Fish & Chips,1,25,AZ,"3920 S Central Ave
Phoenix, AZ 85040",Phoenix,3,33.4108083,-112.0736201,[]
FALSE,TRUE,NXQkGFnc5P9xZamOxCrz6w,"['Restaurants', 'Italian']",Pasta Idea,2,172,NV,"7668 W Lake Mead Blvd
Unit 107
Summerlin
Las Vegas, NV 89128",Las Vegas,4.5,36.1969444,-115.2621175,['Summerlin']
,,NXsga_eRhdQ3o8N-RxwMAw,"['Soup', 'Restaurants']",Soup Nancys,,6,PA,"Pittsburgh Public Market
2401 Penn Ave
Strip District
Pittsburgh, PA 15222",Pittsburgh,4.5,40.453845,-79.980478,['Strip District']
FALSE,TRUE,n-XTO7I2o2h06o-vyjtYfg,"['Pizza', 'Restaurants']",Raffaele's Pizza,1,98,AZ,"7019 N 19th Ave
Phoenix, AZ 85021",Phoenix,4,33.5394985,-112.0995704,[]
FALSE,FALSE,NXygZ11nrcGjyHUke7f_tw,"['Mexican', 'Restaurants']",Cafe Rio Mexican Grill,1,68,AZ,"2501 W Happy Valley Rd
Phoenix, AZ 85085",Phoenix,3,33.71102228,-112.1110671,[]
,FALSE,NxySGCt-Ss97OFq-uRXesA,"['Breakfast & Brunch', 'Restaurants']",Le Quartier du Dejeuner,2,6,QC,"1858C Boul des Sources
Pointe-Claire
Pointe-Claire, QC H9R 5B1",Pointe-Claire,4,45.4648209,-73.785739,['Pointe-Claire']
,TRUE,nXzLOx5w5UW3cz7LP0u26A,"['Food', 'Ice Cream & Frozen Yogurt', 'Food Stands', 'Restaurants']",Home-Made Ice Cream,1,3,NV,"3315 S Valley View Blvd
Westside
Las Vegas, NV 89102",Las Vegas,4,36.1298994,-115.190887,['Westside']
FALSE,FALSE,NY_A_mjcPh3fu_iZTEt4XA,"['Thai', 'Sushi Bars', 'Restaurants']",Thaï Nouilles et Sushi,2,10,QC,"11612 Boulevard de Salaberry
Dollard-des-Ormeaux
Dollard-des-Ormeaux, QC H9B 2R8",Dollard-des-Ormeaux,3.5,45.4851177,-73.8037969,['Dollard-des-Ormeaux']
FALSE,TRUE,Ny_hWG098oojJzjHrCRRyQ,"['Burgers', 'Fast Food', 'Restaurants']",McDonald's,1,27,NV,"701 E Horizon Dr
Henderson, NV 89015",Henderson,2.5,36.0131192,-114.9629304,[]
FALSE,FALSE,nY1BUEDiMW3PgYtmXrqhGg,"['Steakhouses', 'Canadian (New)', 'Restaurants']",Barbie's Restaurant,2,8,QC,"15 Boulevard Bouchard
Lachine
Dorval, QC H9S 3H3",Dorval,2.5,45.4446344,-73.7212055,['Lachine']
FALSE,TRUE,ny1T3dzXf8_ySXkFv37qwQ,"['Pizza', 'Restaurants']",Barro's Pizza,2,44,AZ,"2436 E Hunt Hwy
Queen Creek, AZ 85143",Queen Creek,4,33.137514,-111.540872,[]
FALSE,TRUE,nY21kL3VP8SJnId4MdoRYA,"['Dim Sum', 'Chinese', 'Restaurants']",Sam's Chinese Kitchen,2,15,ON,"376 Victoria Street N
Kitchener, ON N2H 1T6",Kitchener,3.5,43.4591015,-80.4810254,[]
FALSE,TRUE,nY2QBNMEfT3j68j-DHOGyg,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']",Waffle House,1,55,AZ,"2516 W Bell Rd
Phoenix, AZ 85023",Phoenix,3.5,33.6405905,-112.1127548,[]
FALSE,,Ny2xALovpv-ZbTvwSSB86A,"['Fast Food', 'Chinese', 'Restaurants']",Panda Express,1,13,NV,"5620 Centennial Ctr
Northwest
Las Vegas, NV 89149",Las Vegas,3,36.2642283,-115.2562576,"['Northwest', 'Centennial']"
FALSE,TRUE,nY3RKF41-pT0Ha0WUlQQ6A,"['Cheesesteaks', 'Pizza', 'Chicken Wings', 'Restaurants']",Corleones Philly Steaks,1,100,AZ,"15040 N. Nothsight Blvd
Scottsdale, AZ 85260",Scottsdale,3.5,33.62190471,-111.8975352,[]
FALSE,,ny5jkYf9RdeXw6bYxrpbSw,"['American (Traditional)', 'Barbeque', 'Restaurants']",Ellis Island BBQ,2,13,NV,"4178 Koval Ln
Eastside
Las Vegas, NV 89109",Las Vegas,4.5,36.1130261,-115.1634848,['Eastside']
,,Ny9T_zCiCJwMz0-llzOMGQ,"['Indian', 'Restaurants']",Royal Tandoori Grill,,6,QC,"4720 Boulevard St Jean
Pierrefonds-Roxboro
Pierrefonds, QC H9H 4B2",Pierrefonds,4.5,45.4879381,-73.8495157,['Pierrefonds-Roxboro']
FALSE,TRUE,NYBx4sdSVrN-I5Q8RfLMPg,"['Seafood', 'Mexican', 'Restaurants']",San Carlos Bay Seafood Restaurant,2,52,AZ,"1901 E McDowell Rd
Phoenix, AZ 85006",Phoenix,4,33.4655407,-112.0409279,[]
,,nYC0SB76RdYwCA0tmwjIRA,"['Sushi Bars', 'Japanese', 'Restaurants']",Sushi Dépanneur,,5,QC,"928 Avenue du Mont-Royal Est
Plateau-Mont-Royal
montreal, QC H2J 1Z1",montreal,3.5,45.526716,-73.580178,['Plateau-Mont-Royal']
FALSE,FALSE,NYg-hgqjQvq5RDRcV7iv8A,"['Restaurants', 'Pizza', 'Italian']",Otto Enoteca Pizzeria,2,513,NV,"The Venetian
3355 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",Las Vegas,3.5,36.1220839,-115.1680316,['The Strip']
FALSE,TRUE,nYglZCJN-kNWgUe51M1s5w,"['American (Traditional)', 'Fast Food', 'Chicken Wings', 'Restaurants']",The Wing Counter,1,152,AZ,"5350 W Bell Rd
Glendale, AZ 85308",Glendale,4,33.639548,-112.1742608,[]
FALSE,TRUE,NYIyTj2AZJpAo7XIM-Z7lw,"['Mexican', 'Restaurants']",Valle Luna Mexican Restaurant,2,260,AZ,"1949 W Ray Rd
Chandler, AZ 85224",Chandler,3.5,33.3192304,-111.8741469,[]
FALSE,FALSE,NyOUmQCrNeY5S4Z9Iqzmvg,"['Pizza', 'Restaurants']",Papa Murphy's Take 'N Bake Pizza,1,16,AZ,"1955 W Baseline Rd
Mesa, AZ 85202",Mesa,4,33.3775473,-111.877016,[]
FALSE,FALSE,NYp6kfpaawmLgK1-PabWRw,"['Steakhouses', 'Restaurants']",Casino de Montreal,3,4,QC,"1 Avenue du Casino
montreal, QC H3C 4W7",montreal,4.5,45.505458,-73.5257755,[]
FALSE,FALSE,nyS42UJ54_YUKxBB83dfDQ,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",Pizza Hut,2,5,PA,"4710 Baum Blvd
Bloomfield
Pittsburgh, PA 15213",Pittsburgh,2.5,40.4538704,-79.9495591,['Bloomfield']
