Business_Id,Name,Price Range,Review Count,Stars,Cuisine,City
nYglZCJN-kNWgUe51M1s5w,The Wing Counter,1,152,4,American (Traditional),Phoenix
NYIyTj2AZJpAo7XIM-Z7lw,Valle Luna Mexican Restaurant,2,260,3.5,Mexican,Phoenix
NyOUmQCrNeY5S4Z9Iqzmvg,Papa Murphy's Take 'N Bake Pizza,1,16,4,Pizza,Phoenix
NYp6kfpaawmLgK1-PabWRw,Casino de Montreal,3,4,4.5,Steakhouses,Montreal
nyS42UJ54_YUKxBB83dfDQ,Pizza Hut,2,5,2.5,Italian,Pittsburgh
NYSi8a4-NABF5X_nqOXG5g,Chessers Inn,0,4,3.5,Fast Food,Edinburgh
nytd8aC5Y9et_iMCuas-vg,Streets of New York,2,20,3,Italian,Phoenix
nyUdKma0UUQMjqa6BaXVlg,Horseshoe Cafe,1,97,4,Breakfast & Brunch,Phoenix
NYufiY89993XQ2uQ1VzP2Q,Chipotle Mexican Grill,1,74,3,Fast Food,LasVegas
NYuWw7DtbAe_CdI9XkFu2A,K & T's Fish and Chicken,1,13,3,Anonymous,Pittsburgh
NYwMTKUPCojSbzAucMCc1Q,Hello Bistro,1,56,3.5,Burgers,Pittsburgh
nYZk0VT8o9ZnFxO9mRLcfw,L'Escale,2,3,3,Canadian (New),Montreal
nyzX1oIdWwwmJYpwXX2GKA,Julioberto's,2,6,2,Fast Food,Phoenix
Nz_AasmpsQ8MLSqhCTRVoA,Pink Pepper,2,124,3,Thai,Phoenix
nz3trThEa_R5abP-nfyVlw,Red Label Bar & Lounge,1,21,3,American (Traditional),LasVegas
nZ5li6yoc8BlqHNByaJ56g,LJ's Pizza Restaurant,1,16,4.5,Pizza,Phoenix
NZ7IwFnVz2t3nygNqTkCyg,Samurai Sam's,1,18,4,Japanese,Phoenix
Nz7NGcbodsKfEc2GbfWSRw,Wolfits,1,12,4,Anonymous,Edinburgh
Nz7xujxxc2ydhqWgQDxFpQ,Ondori Asian Kitchen,2,37,3.5,Sushi Bars,LasVegas
nz97EGzppkXKU_4cFuDxOg,Amazing Wok,2,19,3.5,Thai,Charlotte
nzcQrPWp7CXxcy8UVDbr1g,Wendy's,0,4,2,Burgers,Charlotte
NzDd3ubqU4j2-5UB8hZdjw,Zipps Sports Grill,2,117,2.5,Burgers,Phoenix
NZhs0BPQ79bV84trj5ECrA,Firehouse Subs,1,19,4,Fast Food,Phoenix
NzI4pAPrjlCkwcLgjseDtA,Chuck E Cheese's,2,30,2.5,Pizza,Phoenix
nzJxNn-tKG7kw_zf7xaYbg,Top of the Rock,3,178,3.5,American (New),Phoenix
NzKKnQSExgMXy6uFsemzXg,McDonald's,1,4,4,Burgers,Montreal
nZmmvY-noT5f3F6fVfjRsw,The Links Neighborhood Grill,2,3,4,American (New),Phoenix
NzmTnhKa17kZbuc-M0u41w,Barro's Pizza,1,54,3.5,Italian,Phoenix
nztzwmQUoE8nXSIqzfzGDA,August Henry's City Saloon,2,86,3.5,American (Traditional),Pittsburgh
NzUNtIOb7S2H1ymfp1gesA,Cicis,1,16,3.5,Pizza,Charlotte
NZx8-l781_yegpZzze0SrQ,Pizza Hut,1,8,2,Italian,Madison
nzyBqlbKBycOhTTZ9MVuhg,Five Guys Burgers and Fries,1,29,3.5,Burgers,Charlotte
O_b_4E3V2W4P3pXQO9NVEA,Ma Tante Quiche,2,5,4.5,Breakfast & Brunch,Montreal
o_HVMHPQwnuJj7yqn_c5lg,Murphy's Tavern,1,5,3,American (Traditional),Madison
O_HxmcRtxdJluerS2RYqtA,Illini Union Ballroom Dining,1,8,3,American (Traditional),Urbana-Champaign
o_jm_d4Gpqubfo9AMUixCg,Oh Curry,1,144,4.5,Japanese,LasVegas
O-_kxBV_IYdKlG98iqjQjw,Chili's,2,48,3,Tex-Mex,LasVegas
O_l_UGwA7-M9OSR2hMsViA,Nouilles Star,1,11,2.5,Chinese,Montreal
O_Pu4mKGOqQVlmH07Zbnhg,The Rodeside Grill,2,37,3.5,American (Traditional),Madison
o_w69y1M6pkKetd1w43i_w,Brio Tuscan Grille,2,277,4,Italian,Phoenix
O_wVKStXEt3rgZc6MjROqA,ATL Wings,1,91,4.5,Chicken Wings,Phoenix
O_yKt5DVpzJ4ghvHegjwCA,Rosati's Pizza,1,11,2.5,Pizza,Phoenix
O00-JlnF0TtbYb3i7xQ_ZA,Pizza Express,2,10,3,Pizza,Edinburgh
o04jZ9Pqlo0363KStsoVIw,Pizzeria La Vita,2,5,2,Italian,Karlsruhe
o0AplKb5Mn-FSs35nScn8g,Papa John's Pizza,2,3,2.5,Pizza,Charlotte
o0eMi22c-6_uzQSkSOm1SA,Burger King,1,10,2,Burgers,Phoenix
O0iBUP4b48U3HXLLjvwUkg,Sonic Drive-In,1,23,2,Fast Food,Phoenix
o0JscnlNBXR1XeGWtcVqjg,Cafe Trattoria Pane E Vino,3,3,4,Italian,Montreal
O0kzMnnv9kgRu5WhuS7bLQ,Kwok Brasserie,2,4,4.5,Chinese,Edinburgh
O0P_bFxfaMKge17576LMpw,Luca's Pizzeria,1,10,3,Pizza,Pittsburgh
O0x6viSIaeRYNavz23yhxw,Archibald Microbrasserie,2,23,3,Anonymous,Montreal
O0xL1GpKv35u8p26y8Ok6w,Olive Garden Italian Restaurant,2,191,3.5,Italian,LasVegas
o0yF8l2oJcSjtMLE4S46hg,Pizza Forte,1,15,3.5,Hot Dogs,LasVegas
o15PeOAUzpcCl8ngk0lMHw,Thai House Restaurant,1,114,4,Thai,Phoenix
o1GIYYZJjM6nM03fQs_uEQ,Salt Cellar,3,349,3.5,Seafood,Phoenix
O1NBNVfXWmk3CvszAhOEoQ,Rincon De Buenos Aires,2,186,4.5,Steakhouses,LasVegas
O1tSroSISO8Xs8XfSr26Gw,Eclipse Restaurant,2,10,2.5,American (Traditional),Montreal
O1TYO5fjsdBrRWascbR2QQ,Jimmy's Hot Dogs,1,74,4.5,Hot Dogs,Phoenix
O-1vZsYfFEtLIxulecV9Fw,I Tea Cafe,2,43,3.5,Anonymous,Pittsburgh
o1W6gwCqnJqvdCenLWz5GA,Gadzooks Enchiladas & Soup,1,533,4,Mexican,Phoenix
O24JqSyuDtNr1AFQDzWnWA,Shalimar Restaurant,2,85,3.5,Indian,LasVegas
o2BeeJmpf_J9EmC8HQoHRA,Crave Cafe,2,19,4,American (New),Phoenix
O2c6M8VB3m8tR7zE7khxmw,BT's Burger Joint,2,24,3.5,Burgers,Charlotte
o2e_M8SqL6IJ9_Ih0yQkMA,Little Caesars,1,15,2,Pizza,Phoenix
o2vKya6WSNcMNTxAcJsF1g,El Pacifico Restaurante Y Pescaderia,2,26,3.5,Seafood,Phoenix
o2z3R6rra1jwQk5vbxefDA,Einstein Bros Bagels,1,10,2,Breakfast & Brunch,LasVegas
O2ZJBS7uqGA0kGDr3-VgGA,Panda Express,1,23,3,Fast Food,LasVegas
O30QxKh4GcvYsFbpr4u81A,Federicos,2,3,3.5,Fast Food,Phoenix
O38pLbYGB02DtL-0NPSwsw,Restaurant Como Pizzeria,2,20,4,Pizza,Montreal
o3AVHzQR-q8yx3inBelvXA,The Market,2,67,3.5,Anonymous,LasVegas
O-3es2Ybg0x7gIXgPmCMcw,Cafe Nom De Plume,1,17,3.5,Cafes,Edinburgh
o3TruOSgOwNgx08QosuWTw,Julioberto's,1,21,3.5,Fast Food,Phoenix
o3UxKDqQVZ_8mlO1eZ7JIg,Park Cafe,2,138,4,American (Traditional),Phoenix
o3zG1_BPxpcNAsbqDgCjjQ,Chick-fil-A,1,9,3.5,Fast Food,Charlotte
O44eQVnZciZXU-nQaiKIPw,Döner Pizza Restaurant Memo,1,8,4,Anonymous,Karlsruhe
o46H8M7GFOpphAWUO-Zx1Q,NC Tavern and Seafood Bar,1,23,2.5,Seafood,Charlotte
O49wgZil7BBGpEarvPg23w,Lai Lai Express,1,21,3.5,Chinese,Charlotte
O4E5IXT6zVJ3VpbYHqxRug,Pizza Mia,1,39,4,Italian,Phoenix
O4ezPAZ9NLUYnigDekjz-Q,McDonald's,1,43,1.5,Burgers,LasVegas
o4FZTKyvNx4bxG1PprFY5w,Jack-In-the Box Drive Thru,1,8,1.5,Fast Food,Phoenix
O4GznwWobGqx01DUlijgZA,Poliberto's Taco Shop,1,119,4,Mexican,Phoenix
o4hO5zFadcsltKhbdmJlkA,Native Grill & Wings,2,55,2.5,American (New),Phoenix
o4hq3viC3_T8mAmZAtvx1A,Burger King,1,3,2.5,Anonymous,Phoenix
O4i7VuSvVXOoSjDXxnpOcQ,Town Restaurant,0,3,2.5,Steakhouses,Charlotte
O4KJNY-tD5EtXD3dCgG05A,Tropical Delights,2,9,3,Anonymous,Charlotte
o4p-jmVv0OSWpu3pH_neXA,Kame Omakase,4,22,5,Japanese,LasVegas
o4sPw8nO7GcNyKilWBgK_Q,Olive Garden Italian Restaurant,2,105,3.5,Italian,Phoenix
o4zI9D9QiKTdRpeN0EQGYA,Anthony's Prime Steak and Seafood,3,185,4,Seafood,LasVegas
O5BaxsfXVo7kwX1YnjyvzA,Szechuan Express,2,40,4,Chinese,LasVegas
o5BugxMv-MoMFqBnebj7Ng,Kitchen Table,2,372,4,Breakfast & Brunch,LasVegas
o5Me8uSqyUSm8U3aEMAbSA,Growlers Pourhouse,2,161,4,American (Traditional),Charlotte
O5rT7T6nW-5mUHKeoi68qg,Malabar,2,144,4,Anonymous,Charlotte
o5uBG_6FXrZOJkk_y_aFXw,Subway,1,5,4.5,Fast Food,Phoenix
O5VCBh8Gb90H5flziDuFAA,Rum Runner,1,6,5,American (Traditional),LasVegas
O5Wbhz5jH4VL70WNsYEGnw,Dolcetto & Co,2,77,4,Italian,Montreal
o5Xu5zGBgL4jruUXudm2yQ,California Pizza Kitchen,2,185,3.5,American (Traditional),LasVegas
O6fEzyH0fRP7r8IbSnCgoA,Best Wok,1,31,4,Chinese,Charlotte
O6FsVEBmTz5K3iUcP2hh5g,Pizza Patron,0,3,4.5,Pizza,Phoenix
o6gRYTRJwZQXQIYfGNJQAw,Jersey Mike's Subs,1,8,3.5,Fast Food,Charlotte
o6Jla5xj5fXHGUnnojOGog,Angelias Italian Grille,2,11,4,Pizza,Pittsburgh
o6K1dLoVm6g9ThxQTd15hw,E2,2,12,3,Coffee & Tea,Phoenix
O6MyV5uqwZabD5dKbT294Q,Northside Nathan's Pizza,2,146,3.5,Italian,LasVegas
o6sEssczGvamVbyN0_D9Sw,Copper,3,258,3.5,Indian,Charlotte
O6UreI76IcM4JAyoUWERvw,Antojos Your Way,1,6,5,Cafes,Phoenix
O6-ZPDz_W_NwkCyf3UoPiw,Oasis Raspados,1,11,4,Mexican,Phoenix
o732pR1XgXcCL4hnnippvw,Uncle Tony's Pizza,1,9,4,Pizza,Pittsburgh
o7g_nnsmO013TfuSfFyx6w,Jack in the Box,1,9,1,Fast Food,Phoenix
O7gAxbZxe6r2SSzDaA568w,Stövchen,1,79,4,Anonymous,Karlsruhe
O7QQ_ThdvSWx0lR3CTRLOA,Wongs To Go,1,8,4.5,Chinese,Phoenix
O7wbTu7MK4PM1ctRhtn-sw,Wingstop,1,47,3,Chicken Wings,Charlotte
o7wCVuIalf_WbMJ1oX6Dnw,Garden Buffet,2,241,2.5,Anonymous,LasVegas
O7WWyfIngvJzkurqHxt-zg,Mille Stelle,0,4,4.5,Italian,Karlsruhe
O7YoGLwEzuk-P9KhL1TO7A,PT's,2,10,2,American (New),LasVegas
o7ZA6Oh_p1x7FZEE8vJIJw,Birmingham Bridge Tavern,2,43,4,Barbeque,Pittsburgh
O7zS7fvyNcq91iFABSMudA,Subway,1,5,3,Fast Food,Phoenix
o8AzV5cBGkuzw_QGs0iVJw,Frejus St-Raphael Café,2,17,4,Cafes,Montreal
O8BRzdXLBzu6K4Sm32fxng,Sbarro,2,30,2.5,Italian,LasVegas
o8Mh8Gqq_kY-gz5g5swoSw,Tailgaters and Il Primo Pizza & Wings,2,20,3,Burgers,Phoenix
o8NhvSvTfA6drekYjEHJXQ,Mexipanese,1,17,4,Mexican,LasVegas
O8OU3j2fsKbDG26UFVmvig,Taqueria El Guerrerense,1,4,4.5,Mexican,Phoenix
o8tByeItJvauPe3ro4C-Jw,La Hacienda,1,82,3.5,Mexican,Madison
O8VZStQqbwvHb8aayyTIWg,Wendy's,1,19,1.5,Burgers,Phoenix
o8xzAUMAdq08IS-BOEBORQ,Pei Wei,2,9,2,Anonymous,Phoenix
O92gLFTqwKtceEw8Dl74cg,The Hummus Factory,2,66,4.5,Greek,LasVegas
o9aeTDq7cOkqv_zzPPIMqw,Wendy's,0,3,2,Burgers,Charlotte
o9C4hmk1QfYPdgE0PytGkw,Smashburger,1,213,3.5,Burgers,LasVegas
O9LyFSGpAedB8RQUWh_ang,Rainforest Cafe,2,49,3,American (New),LasVegas
O9n4xeNjugFIYZtvj7wlbw,Jack in the Box,1,23,1.5,Fast Food,Phoenix
o9nCXNC14VScabiy2bftgw,Tilted Kilt Pub & Eatery,2,135,3,American (Traditional),Phoenix
O9PzfyF7tpsE1GW-kHtayg,Jersey Mike's Subs,1,16,4,Fast Food,LasVegas
o9RFIhNtlRMCzbUMT1X1ow,Grannyssima,0,3,4.5,Cafes,Montreal
o9yOVCn0XH-E-lGVvhR0SQ,Der Rathskeller,1,28,4,American (Traditional),Madison
O9YrnO8ESwMZsPjFSsy4fw,Woo Chun Korean B.B.Q.,2,7,4.5,Korean,LasVegas
oa235g5FqDKoyjD_Jwq1CQ,Little Caesars,1,8,2.5,Pizza,Phoenix
Oa2dOUzRic8Hvgdh3EAFuw,Luciano's Ristorante Italiano,2,188,4.5,Italian,Charlotte
oa8lhYj-mTKlL_amkJSu2Q,Mariscos Vuelve a La Vida,2,19,2.5,Seafood,Phoenix
OaABTKQcUvaT3Bqagq8gtw,Burger King,1,3,3,Burgers,Charlotte
oaakO-X7uOXNxqsxjDSKfg,Half Moon Sports Grill,2,259,3.5,American (Traditional),Phoenix
OaaMudpf-T2OFpW1k7-2kg,Bread Heads,2,11,4,Pizza,Waterloo
oABEe2gmsT-FiW1kGPVTOw,Pete's Fish & Chips,1,32,3,Seafood,Phoenix
oABnnnbvmC2GQVAUTtBZcA,Crazy Falafel,1,6,3.5,Mediterranean,Montreal
oAcmLvOzafWHM4Gl9GFEAA,Lotus Cafe Chinese Cuisine,1,20,3,Chinese,Charlotte
OAepLCS8tLBscRbqkO01vw,Dirt Dog,1,94,4.5,Hot Dogs,LasVegas
OagCmpG3CxFXdRH8vxxTlg,Pizza Bella,1,5,4,Pizza,Montreal
OAi1g2Go1MBjaR9m1fEHHA,Leroy Fox,2,204,3.5,American (New),Charlotte
OaiGAZoW7TQyHfKJAgu5ZQ,PT's,2,47,2.5,American (New),LasVegas
oAJFC0pUXJ1wHOehhgbmYQ,Taj Palace,2,24,4,Indian,Karlsruhe
OaJyFHQA-pAHsD_ev0fIWg,Pita Jungle,2,45,3.5,Vegetarian,Phoenix
oanDCxyRA12TNIGFbThY3w,Burrito Shop,1,44,3.5,Mexican,Montreal
oaOiT7mbHTOfyM4TA3wIfg,Carding's Tambayan,2,17,4,Asian Fusion,LasVegas
OAQJI0rAx5-VwZnEvkzs9Q,Rustic Slice,2,18,4,Pizza,Waterloo
OArbu8-R2-Q42GeK-pXGYg,Smoke's Poutinerie,1,24,2.5,Fast Food,Waterloo
OaTFqMIAHUhJckgvbP9IXA,Denny's,1,21,2.5,Breakfast & Brunch,Phoenix
oaWjFIeS4wENJdsl5rBRMw,Jimmy John's,1,22,1.5,Anonymous,Phoenix
oAxR0TJhPHMrN_hjQWBWMA,Peter Piper Pizza,1,21,3.5,Pizza,Phoenix
OAXWfsklsATjpui2C8HilQ,Topper's Pizza,2,26,3,Pizza,Madison
OAyA2ogCSAn8UHcI9UuQ_w,Divine Cafe at the Springs Preserve,2,104,4,Cafes,LasVegas
OAzuzSsLxQH42I3YiUux7A,The Clock,1,20,4,Burgers,Edinburgh
OB_7Q8mHp31nz5ErAJ4cDA,JD Campbell's,2,104,3.5,American (Traditional),Phoenix
oB3LAXzg-GgnPbBRUsvxxw,Kiss the Cook Restaurant,1,199,4,Breakfast & Brunch,Phoenix
OB9owAMlPSOza3u6H42QAQ,Barro's Pizza,2,6,3,Italian,Phoenix
obayiWSIc316WERJx-2qhA,Foxcroft Wine Co. Dilworth,2,31,4,American (New),Charlotte
obd-z3P4N5WOwXVvAKtL9Q,McKibbin's Irish Pub,2,46,3.5,Anonymous,Montreal
oBidmLsdNDS6KvlAr7NDtQ,180g,1,4,5,Cafes,Montreal
obJE7v4DCIX7JrHo0ULlIA,Tuk Tuk,1,11,3.5,Asian Fusion,Karlsruhe
ObjjaNoW5ka25Z7tgxVHFg,Johnny Fresco,1,17,3.5,Burgers,Waterloo
objtwN6N5W2lvOzkFxfyaA,Sbarro,1,30,2.5,Italian,LasVegas
OBjWkOmqmZpSB_OfPcPXgw,The Dome Garden Café,2,6,3.5,Coffee & Tea,Edinburgh
ObnZiF99lqggVasgyGBtVA,Stax Burger Bistro,2,330,4,Burgers,Phoenix
Obp9itKiOM-6-ABfqieF9w,Don Tortaco Mexican Grill,1,58,3,Mexican,LasVegas
OBRi8m0U1uZISuMsmrNwdw,Hermes,2,20,4.5,Greek,Karlsruhe
ObSi1ZpICXPSO95ZTQByNQ,Greenberg's Deli,2,228,4,Pizza,LasVegas
OBUbR8vRZ7RmotiwvBlVDg,Thee Pitts Again,2,239,3,Barbeque,Phoenix
ObUEi1FW724BfxdmM_fKQQ,Ironwood American Kitchen,2,29,2.5,American (Traditional),Phoenix
OBUQ86JDhbGWdSxmyIt7Dw,DJT,3,79,3,American (New),LasVegas
ObYf1kZVWfL8NocxUwGJKg,Juan Jaime's Tacos and Tequila,1,185,4,Mexican,Phoenix
oc_KWQhtPgUGql8YVlC17A,Kitchen 73,2,30,3.5,Breakfast & Brunch,Montreal
oc0Wl6ktfMLb5VZ2Uz6M2A,Vincent Market Bistro,2,148,4.5,Breakfast & Brunch,Phoenix
oc1zlzA9-jC5v6JntRCnnA,McDonald's,1,4,2.5,Burgers,Phoenix
Oc3GWvlXBocTVgQCse3Nbg,Chef Kwo,1,28,3.5,Chinese,Charlotte
OC7XzLMjAer9e3LsA6pH2w,Hungry Howie's Pizza,1,9,2.5,Pizza,Charlotte
oC8-aoXrPAjN_eypfte6tQ,Ping's Cafe,2,20,3.5,Chinese,Phoenix
OC8AUJshLVimn_-P_INvJw,Pizza Pit,1,10,3,Pizza,Madison
oc9IJ7lhXKuXVK9JJBnohA,The Greeks Grill,1,126,4,Greek,Phoenix
oCA2OZcd_Jo_ggVmUx3WVw,Alice Cooper'stown,2,452,3.5,Barbeque,Phoenix
oCatThs5uhSGDgSV2KxxgA,Olive Branch Bistro,2,47,4,Mediterranean,Edinburgh
ocBn5aTkPzIspEW_16_uMQ,Quaker Steak & Lube,2,101,3.5,American (Traditional),Madison
ocdbrssU5Xot7PL3MzqAYw,Rick's Cafe Metro,1,5,4.5,Coffee & Tea,Phoenix
ocDhF3RfA5fnr4wzEvFqvQ,iPho,2,31,4,Vegetarian,Charlotte
Oc-F6O91vOe3T8iOsCBB8Q,Tomo Japanese Cuisine,2,283,3.5,Asian Fusion,Phoenix
oCg3uVuS1nYZzcnFu5Iwww,Mom's Fixins,2,55,4.5,Anonymous,Phoenix
OCGwX6LFoOp0grDXpe8x5Q,Tosinos Mexican Grill,1,107,4,Mexican,Phoenix
OCJnXyn2pYgt_EOHbVo_AA,Lucci Café,2,6,4.5,Italian,Montreal
OcKBQXkd6H_-VvTOX_dOxg,Luv A Sub,1,16,3.5,Anonymous,Phoenix
OCmUiw241pE_nqFmjDiicw,The Southern,2,59,3.5,Anonymous,Edinburgh
OcNPr58a-rObOgOzEgeKOw,King's Sausage,1,81,5,Anonymous,LasVegas
OCsN2taFe3k7BhyWOoaIHw,Esquina,1,4,5,Coffee & Tea,Montreal
OcTG-KzDleuRub-pb6JS3Q,Eddie's Pizza Haus,2,8,4,Italian,Pittsburgh
OcUfOB8ullNN5C7D6kCx4w,Pizzeria Omaggio,2,84,4.5,Italian,Charlotte
OcuL-nk29UVFGUU_TPl5iw,Spice Tree Indian Cuisine,2,4,3.5,Indian,Waterloo
OcV4yRcc82e2AszHVeTcqw,M.Trois,2,13,4,Chinese,Montreal
OCXnwXY6knlIkvz-WR1L0Q,Ruby Oriental Restaurant,2,8,2.5,Chinese,Madison
ocZ11f_mu6QH2_cPW2Zfuw,Einstein Bros Bagels,1,75,3.5,Breakfast & Brunch,LasVegas
ocZ8pz-8iSz5avdPKnoalA,Nozomi Japanese Restaurant,2,54,4,Sushi Bars,LasVegas
oD3Q7FwwBgUg_rKUFUnmiQ,Little Village Grill,1,104,4.5,Greek,Charlotte
od3Ux9AdGbDHMrj2X7Xt0A,Don Tortaco Mexican Grill,1,34,3,Mexican,LasVegas
oD9HQjUmmpHoeGehGL3kWA,Kyoto Restaurants Japonais,2,16,4.5,Japanese,Montreal
Od9niVya8G5BD3a1l2ss-g,Lillen's Restaurant,1,4,3.5,American (New),Pittsburgh
OdBIQW7wC29BAciv5PHfVg,Octane Cafe,1,5,5,Coffee & Tea,Phoenix
OdCQiwCHdgQ5RcBUdmU4-w,Sticky Fingers Ribhouse,2,74,3,Barbeque,Charlotte
OdD1GuGNQ64ssJmMJ_D9RQ,The Duce,2,468,3.5,American (New),Phoenix
oDEaIbq68RkKu2z_kLeMdw,Chinatown,1,11,2,Chinese,Charlotte
OdfNxfeoEe2M27LeliPQ_A,Las Famosas de Jose,1,37,4,Mexican,LasVegas
oDhW8nHK3wxxpNGsebByeg,Lazy Oaf Lounge,1,37,3.5,American (Traditional),Madison
ODjmGrTHfm1vvnXZrLabow,Mid City Kitchen,2,6,2,Anonymous,Phoenix
OdKCcB8skRPVSk7yBGwang,Market Street Cafe,1,515,3.5,American (Traditional),LasVegas
oDLE8X_tZsBIZBCaJYt_5w,Jukebox,2,53,3.5,Burgers,Montreal
ODlUjRZ4mgrN93YmZFKPFg,Sonic,1,51,3.5,Fast Food,LasVegas
o-DN3PPfs_tuDvGs67Wj_w,Local Eats,2,95,4.5,Fast Food,Phoenix
Od-OUWnB7NQdFPSkAAdQJQ,Subway,1,5,3.5,Fast Food,LasVegas
odqOaG3-o09P20xCf5DNqQ,Bei,2,329,4,Sushi Bars,Phoenix
ODZGHx_Ogjxq54QHO1AaTg,Jimmy John's,0,5,3,Anonymous,Phoenix
Oe0cxmz0lD9z4FXGWJ1ZZQ,Kokoro Sushi & Noodle Bar,2,83,3,Sushi Bars,Phoenix
oE3Yycf8FH0kaiPd-nxAng,Wagamama,2,43,3.5,Asian Fusion,Edinburgh
OE5nAmaSVaopeRS1Cs9Kuw,Fogo de Chão Brazilian Steakhouse,3,764,4,Steakhouses,Phoenix
OE7RmfGvpvSEv4g3xDKfSw,Chelsea's Kitchen,2,283,4,Breakfast & Brunch,Phoenix
Oe7tSP5LW4EJZtWrmn8JQw,Bistro Amerigo,0,6,4,Italian,Montreal
oe9QUE1mG-KyUCZwXUrq6Q,Papa John's Pizza,1,3,5,Pizza,Charlotte
oe9VOkOfW-M_V-qIKor_vQ,Thai Chili 2 Go,1,33,3.5,Thai,Phoenix
OEaW7zd4sf4OiPMoDHbKiA,McDonald's,1,5,2,Burgers,Phoenix
OedV_QX8aD7MeLqshhWkCQ,Denny's,1,32,3,Breakfast & Brunch,Phoenix
OeHr0mO7tw7zvsjW_fkt8Q,Teppan Bento,2,212,4.5,Japanese,LasVegas
OeinO4b26UcICbrLxoj3DQ,Triple George Grill,2,691,4,Seafood,LasVegas
OeK00DRMMP6DmTeQoaPXsg,Subway,1,4,1.5,Fast Food,Phoenix
oe-mI6zVXccYsUU9j6RGRw,Southern Table,1,8,3,Seafood,LasVegas
OeO2xpV6Q9Ao3jCwZwdlTQ,Zum Thai,2,3,3.5,Thai,Karlsruhe
oEOlJrXlgKWwt7UV_Q7dMw,Subway,1,6,2,Fast Food,LasVegas
oEOPHxpg5qcvkOyHVxXOgQ,KFC,0,17,2,Fast Food,Phoenix
OEQMqI-duBA1gbBFzi7BPw,Fuddruckers,2,69,3,Burgers,Phoenix
oERKQJ0BnBWeVV7fgepX5A,Restaurant Ferrari,3,12,3.5,Italian,Montreal
Oet_iNNFm5XW9NCRrYKwOw,Pasquale's Pizzeria,2,8,4,Pizza,Pittsburgh
oEUgOnQb3Cpl_zpGtR3itA,Ajo Al's Mexican Cafe,2,101,3.5,Mexican,Phoenix
OEUsocN6BKJs5EobfZDzQw,Restaurant Cinq Epices,0,4,3.5,Vietnamese,Montreal
OEWW22gUG_JADQ3h4ajXtg,Treehouse Bakery,1,118,4.5,Anonymous,Phoenix
Oex3VZYYYHSQRHIlgoHnLA,Subway,1,10,4.5,Fast Food,Phoenix
OeYDTzSqEIghmU3Pq_Ew8Q,Lattuca Barbecue,2,36,4.5,Barbeque,Montreal
OEYUn7UFXCQeFpmMu0HX5g,KFC,1,11,1.5,Fast Food,Phoenix
of6MQ5cfL8OYxxrXzJ3VuA,Teriyaki Boy Healthy Grill,1,32,3,Asian Fusion,LasVegas
OFa6OjI48fcQe8rHIGYdPA,Kangchen Indian Cuisine,2,28,4,Indian,Madison
OfBBUUWZtO1HgWc4BWlCyg,City Square Deli & Grill,1,52,5,Burgers,Phoenix
OFBJtqWGSx6n6CchtVmoRw,Delux,2,838,4,Burgers,Phoenix
OfczufZgEmnwJyL2YTE5Dw,Vue 412,2,67,4,American (New),Pittsburgh
OFdO9i3NZ23HNS2ua4PVoQ,Dragon Garden Express,1,20,3.5,Chinese,Phoenix
OfE0OIOTMHu0tzIc6ZcS1A,Frite Alors,2,19,3.5,Fast Food,Montreal
ofhhRbEYZnmd2eKsD575nQ,Kaizen Fusion Roll and Sushi,2,513,4,Seafood,LasVegas
OFI8tngHQ3UWw-fCLmDv5Q,Barrel Grill & Modern Saloon,2,134,3.5,Burgers,Phoenix
oFIibfrc_Qa8gJRSD4T10Q,Subway,0,6,4,Fast Food,LasVegas
O-FIwYMrM2U1ePPh0NmEBw,Tasty China,2,79,4,Chinese,LasVegas
oFjwJO4W5uf2o1jPVR7AeQ,Panda Express,1,35,2.5,Fast Food,Phoenix
OfM8lY5Dtawbf0En6acrrw,Spicy Noodle Restaurant,1,15,3.5,Chinese,Montreal
oFmgUoF0_Px_JCTOe_A8Lg,Papa Murphy's,2,12,3.5,Pizza,LasVegas
Ofo5YwQGd2NAkJAHyO3tuw,Outback Steakhouse,2,57,3,Steakhouses,Phoenix
OfoG4gnacvSo2vG9285njQ,Yao Fine Chinese Cuisine,1,129,4.5,Chinese,Phoenix
oFQ4zA6ZdyTDFuFpxCLHMg,Margarita Grille,2,3,3,Mexican,LasVegas
OFRbcSIGhjF3E_HwleEpXQ,Cho,3,19,3.5,Asian Fusion,Montreal
oFsiZP4k8FhTybH4kS8dYw,49 Yardline,2,5,5,Burgers,Charlotte
ofV8LgJPir14ycKQtUEi6A,China Palace,0,3,3,Chinese,Edinburgh
OG17eHvCOZNEGC7W9URMQw,First Watch,1,8,3.5,Breakfast & Brunch,Phoenix
oG461FRj4wvl4MwDnvRtww,Jimmy John's,1,6,4,Anonymous,Madison
og6uuPtDJsOZC5PsqlvZfw,Le Clafouti,1,10,4,Anonymous,Montreal
og7Xi8mwAvhXqDqtWqtt0w,Del Taco,1,19,3.5,Mexican,Phoenix
OGABrBa2EPEn2ISo1uDUJw,The Black Fox,2,13,4,Burgers,Edinburgh
OgbmQOU79dPunQNlzPzsEQ,Alexandre et Fils,3,30,3,Cafes,Montreal
oGbZzfmojzpPGClN1xl8_w,Sushi Shop,2,5,2.5,Sushi Bars,Montreal
OgcWSVBjHLen5xORk776Lg,Coffey Creek Cafe,1,10,3,Anonymous,Charlotte
