Business_id,Name,City,Price Range,Review Count,Stars,Cuisine
Iyy4pDmnKTZkAorzclO4Eg,Nobu Restaurant,Las Vegas,4,570,4,Japanese
iZ3mPsUct87y-yBGm_8CrQ,Taco Farm,Waterloo,2,64,4,Mexican
iZ5BEHyjL9WOre19gx_FxQ,Bar M,Urbana,2,7,4,American (New)
iz7CE0-jUgo3UU6DJbpv-Q,My Favorite Martin's Restaurant,Surprise,0,6,3.5,Mexican
iZ8uTBw8mYXS4nTbV9sT5g,Firehouse Subs,Tempe,1,9,2.5,Fast Food
izC5gOJgvqDtgWQor07tnQ,Poppy's Bagels & More,Charlotte,1,144,4.5,Breakfast & Brunch
izDwjiWv9aJG0viohumDyg,Pho Huong Que,Charlotte,2,58,4,Vietnamese
iZdynPTpKwbX5O3uLeC9Gg,Chicago Gyros,Glendale,1,15,4.5,Greek
IzE2C8U4IKdXG3qh1-TKZA,Lorenzo's Pizza and Pasta,Scottsdale,1,127,3.5,Pizza
IZFOb57kTeQYCIsj5cyXxw,Doh Sushi & Tapas,Las Vegas,2,359,3.5,Sushi Bars
iZIfvOJ1JrxeUXf9tNvu2Q,Pan Asian Express,Las Vegas,2,17,1.5,Asian Fusion
izl2Xv2Be669x9LI6XDRhg,Mugsy Dogs,Higley,1,55,4,Burgers
IZO9zt0WsZ4TLeUWxHE2EQ,Pizza Hut,Mesa,2,5,2.5,Italian
IZOKtFjm_hiL4OGmCq2NNA,The Dancing Dog Eatery & Juicery,Urbana,2,45,4,Vegetarian
izOXb8-BZVULS2G_rSNaTA,The 052,Henderson,2,13,4,American (New)
iZpgRNPogioU5sEaDyl5uw,Chopstick Express,Tempe,1,112,3,Chinese
IzSXqxIto8XZb70oW3tagg,Taqueria Sabor Queretano,Madison,1,73,4,Mexican
IzuQ0So4XbdLrk36Oy_nmQ,Mariscos Mazatlan,Casa Grande,2,12,3.5,Mexican
IZv6MPN3mHS_yr7h5GhYEg,Nicantoni's Pizza,Gilbert,1,90,4,Italian
IZzviPn_kVfB4ebMr3hzJw,Dynamite Grille,Scottsdale,2,13,4,American (New)
J_eb0aNNC_WTaS9q5qE20w,Blonde Restaurants,Edinburgh,2,28,4,British
j_Id-xnaHfyJRV5FlciYhA,Smashburger,Phoenix,1,49,3.5,Burgers
j-_jKQ-5IE4hqQzA-hsApw,Chick-fil-A,Scottsdale,1,79,4,Fast Food
J_MqT6L5OlwlB_33famyyA,Restaurant La Dora,montreal,0,10,4.5,Italian
j_pce4pG9krrBeYwUni8Pg,Yard House Town Square,Las Vegas,2,1032,4,Vegetarian
J_SUHokYbJ5o_5x8mEoyoQ,El Kora,Phoenix,2,10,3,Seafood
J_VEl08_6ZhHoOUT1-4-wg,Nocawich,Tempe,2,31,4,Breakfast & Brunch
j_VWgqq3k5kEhOUK0wk2Iw,Taco Bell,Las Vegas,1,15,3.5,Fast Food
J011r7mUV1QhgLJ7GkrtMw,Peppi's,Pittsburgh,1,45,4,Burgers
j0cSJ3AX6bKM9MmwQOSy1A,Taco Bell,Phoenix,1,8,2,Fast Food
J0EhoSLac4G5fh1P87PSiA,La Québécoise,montreal,1,3,2.5,Burgers
J0FNrnRUA_WPDlBwKss_Rg,Sunrise Donuts,Avondale,1,21,4,Breakfast & Brunch
J0U20ivx1cliqmOHS8KRgg,Fusion,Cambridge,2,9,3.5,Indian
j1BASG5Kvt6dqfjCmtjtuA,Auntie Anne's,Henderson,1,6,4,Fast Food
J1cfMyA8SL1IkW6aRNMYYQ,King of Falafel and Grill,Madison,1,6,4,Mediterranean
j-1EbMtFVSgAV6r9WB-Ycg,Vaï Burger,Saint-Laurent,1,8,4,Burgers
j1Ii8r1H4AZ0FAbJAdk3Qw,SumoMaya,Scottsdale,2,608,4,Asian Fusion
J1K0m8ZOO1IC1X2vWYviIg,Saveurs Thai,Pierrefonds,2,4,4,Thai
j1M0sakoWsqXUrwr4jU_bw,Pho D'licious,Las Vegas,1,110,4,Vietnamese
J1PTU0FUeLyTmDo98XZHmA,Fatburger,Laveen,1,6,2.5,Burgers
J1PYuJeaIicJ_869hiwkyw,Cuco's Mexican Restaurant,Verona,1,45,3,Mexican
J1uE5HFQWD30Rw897mGhEQ,The Sandwich Shoppe,Apache Junction,1,28,4.5,Anonymous
j1Vk1mech9C0F4FeDzlxQg,Amir,montreal,0,4,3,Middle Eastern
J2_QOfnl6iLjHmfORHxnOg,Moreno's Mexican Grill,San Tan Valley,1,152,3.5,Mexican
J21k13gcA8-qi0LGJitThQ,Eggspectation,montreal,2,195,4,Burgers
J23yDGQUUylEwrfPgQyOwg,Jack in the Box,Las Vegas,1,5,2.5,Fast Food
j29W6msI6eaIkEKKWk6Myw,Mornin' Moonshine,Phoenix,1,11,4.5,Coffee & Tea
j2a5uJz76rK9uTRgLn5TdQ,Osha Thai Cafe,Scottsdale,2,93,4,Thai
J2a70YspYBqAQZgVF2b_0g,Paris Crêpes,montreal,2,84,2.5,Anonymous
J2AiPQnKWBxBwc4MMkbH8w,Villa Tap,Madison,1,23,4,American (Traditional)
j2HZ_eCJ-I1vsDto9Y8c-w,Pizza Hut,Henderson,2,22,2.5,Pizza
j2KCZNlWnu-L4j0yJ3zAHA,MORE The Buffet at Luxor,Las Vegas,2,538,2.5,Anonymous
J2LGgGy1b1V8e7yjDI_u7w,Olive Garden Italian Restaurant,Phoenix,2,80,3,Italian
J2vlvmOvgVmCy0GdNqJN8Q,Barro's Pizza,Peoria,1,57,4,Italian
J2x_AMx591i6TK3xccEzqQ,The Enrico Biscotti,Pittsburgh,2,122,4,Italian
J31w7njKw9OuGdD9R2GXBg,Les Filles du Roy,montreal,3,12,4,French
J3A5V0Hl07o_KQSI2hHf_g,Marigold Kitchen,Madison,2,414,4,Breakfast & Brunch
-j3BF7gOIi-1tAHoFA3WIw,La Parilla Villa Catering,Phoenix,1,19,5,Mexican
j3C3Q_LbK58xuwO9SRz1gQ,United Steaks of Cheese,Phoenix,1,6,3,Anonymous
J3INwTy4KZJ8aJwVoOqAJA,Garcia's Mexican Restaurant,Tempe,2,60,3,Mexican
j3kweJzBVndU4eJ9j4wOXw,El Pollo Loco,Phoenix,1,10,3,Fast Food
j3LLGosjvyriJtqhfKtbpA,Millstone Cafe,Buckeye,1,15,4,Coffee & Tea
j3xNAQtY6nFLeE6p4TpJoQ,Sammy's LA Pastrami & Burgers,Las Vegas,2,308,3.5,Burgers
J439P_mDAosvQb59liLkLA,Lola Bistro,Pittsburgh,2,40,4,American (New)
J4d0dY8k71Osot0GypK2kg,PT Noodles,Goodyear,1,162,4,Vietnamese
j4JrLseCKa_WhdCDFYZMMA,Eddie Merlot's,Scottsdale,3,49,4,Seafood
J4qLz0nGzCTMf6-kf_SiQg,Carnegie,Las Vegas,2,793,3,Anonymous
J4rHIg3Ddd0oXPVrzPN-wA,Sammy's Deli Restaurants,Charlotte,1,36,3.5,Anonymous
J4SaeiH0sIhX8vPZlvx6UQ,Subway,Phoenix,1,3,4,Fast Food
J4SEWnsJVvU9SWgkIvnldA,Italian Village Pizza,Pittsburgh,1,28,3.5,Pizza
j4SJK21hWCsGmmte7KL1Og,Ikea Food Court,Las Vegas,1,16,3,Anonymous
J5_8pBPpWU6fLCI4ykfmkA,Hay Sushi,Edinburgh,2,17,3.5,Asian Fusion
j515klfbCAEF3KPiKvHz9g,Pat O'Malley's Jet Room,Madison,1,66,4.5,Breakfast & Brunch
j5-DNfwFdsQ88G5dduP_Kg,Papa John's Pizza,Mesa,2,7,3,Pizza
J5eWp8-VHKt5BLeFipSUdw,Cookout,Charlotte,1,25,3,Burgers
j5HLcBru7FEirYJPbKFVWA,Breadcrafters Bakery & Cafe,Phoenix,2,132,4,Anonymous
j5qA9d_f1cFKsKM7u283eQ,MAD Greens - Tempe,Tempe,2,60,4,Anonymous
j5QZe4uDRI8OO5v0tFBkFA,Crush,Las Vegas,3,162,4,Anonymous
j5unzmdCDtkJyFrGPEF1qQ,Crackin' Crawfish,Charlotte,2,51,3.5,Seafood
j5X95__LDR1IgdWYvcjzAA,Yogis Grill,Mesa,1,64,4,Japanese
j5xVyBcPdzfV4-akxiG7Bw,Cha Cha Laca,Edinburgh,3,9,2.5,Mexican
j5Zi_plX9oZbhbQwy79GTg,Café Névé,montreal,1,36,4.5,Coffee & Tea
j5zlUy0uST-V5ae2kF9ttg,Chili Rush,Mesa,0,4,5,Chinese
j61tzz0XkdFV8YUBZNNzhw,Qdoba Mexican Eats,Madison,2,18,3,Mexican
j67xKf0ofsDPcQ079ozMbg,Chick-fil-A,Matthews,1,18,3.5,Fast Food
j68EhQdQZUg4GiS-3dIIBw,Monboddo,Edinburgh,2,7,3,Mediterranean
j6J2jg_y0OiL1uNCJiR7hA,Ben & Florentine,Sainte-Thérèse,2,4,4.5,Breakfast & Brunch
J6NbQAjai7bClF9RMjKfHQ,McDonald's,Charlotte,1,9,1.5,Burgers
J6olrKurg-lUvQXCHHvDrQ,Boca Do Brasil,Las Vegas,2,58,4,Pizza
J6rIkpGl2ZipFDd5zk4Nzw,Chef Ching's Kitchen,Las Vegas,1,45,4,Chinese
J6VGlQm6XaTMBEnSzdQTfg,Pizza Hut,Charlotte,1,26,1.5,Chicken Wings
j6VY9UwaQCiEWfQtNyEouQ,Panaderia Y Tortilleria,Phoenix,1,11,3.5,Mexican
j70ROF6rKpipGUiaYzrnRA,Hula's Modern Tiki Scottsdale,Scottsdale,2,382,4,Hawaiian
j72BJLvldv1gw9mSpUhiDg,Nacho Daddy,Las Vegas,2,324,4,Mexican
J75FS3nR6jc_PKNtk4SRcA,Restaurant Ban Lao Thai,Saint-Laurent,2,9,3.5,Thai
j75L7p-N-AnaT1g8zFcatg,Tacos El Regio,Charlotte,1,4,4.5,Mexican
J7DYRCtU9Tdtja5c7k1sjQ,Buffalo Wild Wings,Surprise,2,116,2.5,American (Traditional)
j7GDzt9TfD87_JWJy9eI4Q,Buck & Honey's,Sun Prairie,2,107,3.5,Breakfast & Brunch
j7KlffoZosU0zdjTolmC3Q,Traverse Bar Café,Edinburgh,2,4,4,Burgers
J7LSbTM72--2497H1kkM0w,Alchemy,Madison,2,237,4,Burgers
j7m93ywQtPt9e2pUZwUBlw,Monk's Bar & Grill,Middleton,2,48,3.5,American (Traditional)
j7XuypdW_w935NhjbvKPQw,Republic Ramen + Noodles,Tempe,1,479,3.5,Japanese
j7zS_0DU-nMBWpgjOLsZnA,Sushi Naniyori,montreal,2,4,5,Sushi Bars
j80RA-IpGR8ApyvXP-bQAw,Chez Doval,montreal,2,34,3.5,Seafood
j8EdmN5dN_hUZ5Y1wfDFdg,Blue Pacific Super Buffet,Phoenix,2,27,3,Anonymous
J8Iumsh8ZhDIsbYuRm44AQ,Restaurant Mediterran,Karlsruhe,0,4,4.5,Mediterranean
J8mGEhhQGVWqxJVijiHQ0g,Greenway Grill & Deli,Scottsdale,1,12,3,Anonymous
J8PyvKkLBGLhYjSlSg7u2A,IHOP,Mesa,1,22,2.5,Breakfast & Brunch
J8qrjr3GtTBat-ZGfHUmeg,El Palacio Restaurant & Cantina,Chandler,2,237,3,Mexican
j8qsf2QbpgkUwTe3RORLBw,Los Antojos,Las Vegas,1,59,4,Mexican
J9_8HE0wPaBHgXXUMCq3xA,Tenders Pittsburgh,Pittsburgh,1,13,3,American (Traditional)
J9e170ePOgmkaJR1pEFB3Q,The Wise,Madison,2,26,3,Breakfast & Brunch
j9g--_irBzX0cwX0fu3v_A,Moose Winooski's,Kitchener,2,35,3.5,Canadian (New)
J9GF1Yg3qzw-G00AHJ-R0A,McDonald's,Las Vegas,1,24,3,Burgers
J9h8qhMy0Pmq6gMnVXMQpA,Sparrow / Le Moineau,montreal,2,105,4,Breakfast & Brunch
j9J5X9qteM8GOlF5T94YnQ,EtOH Brasserie,montreal,2,25,3.5,Anonymous
j9N_fG1PVCSY-3HY1TRQ5Q,Jimmy John's,Champaign,1,12,3.5,Anonymous
j9NvcEFk3V1LWnEQkcWKYg,Shucks Tavern & Oyster Bar,Las Vegas,2,182,3.5,Seafood
j9O0sCvvAs2w-6sfum-1Mw,Zum Bahnhof,Jockgrim,0,3,4,Anonymous
j9Qadeu9z3bqJ2_UKtX2xw,Paradise Palms,Edinburgh,2,20,4,Anonymous
J9vvI2SEhy7yWnNPeVPdRw,Chicago's Number One Gyro,Apache Junction,1,88,4,Greek
JA_NKHJIfko50CIgfluS-w,Primarily Prime Rib Restaurant,Las Vegas,2,143,4,Steakhouses
JA_WetP03cEiPAh24HUvOQ,Peroni Resto Bar,montreal,0,3,2.5,Burgers
jA9vtUqBiSav4c8nq0-XiA,The Herb Box,Phoenix,2,41,4,American (New)
JAAjvGyYdAaBTf3z5KhrkA,Sushi Loca,Las Vegas,2,165,3,Sushi Bars
JAg09A3VXhEb6nWfILBV-w,Domino's Pizza,Las Vegas,1,22,2.5,Pizza
JAgOcvH_sGUAX7NvD0-Uww,Hawthorne's NY Pizza & Bar,Charlotte,2,129,4,Italian
Jagw7JLSebCZePSV5S1gTA,Arby's,Phoenix,1,3,3.5,American (Traditional)
JaIXI_TRhHh1HbXlFC-n3w,Watson's Shack & Rail,Champaign,2,67,4,American (Traditional)
Jak5p86l1uH0ZJLkarAdfg,Times Square Neighborhood Italian Restaurant,Phoenix,2,121,4,Italian
JAlSA6XsscWZEL70JdgFYA,Moe's Southwest Grill,Charlotte,1,31,3,Mexican
jAmTqXshpOUy37xd6FG2SQ,Domino's Pizza,Phoenix,1,8,3,Pizza
jaNxEHBLWuKhQ-lyex5EKw,Carrabba's Italian Grill,Scottsdale,2,83,3.5,Seafood
JAo2cxPYptI2TcXGQJEXwg,Arts café,montreal,2,64,4,Breakfast & Brunch
jAr9BTITW2g_wfI24YQk2g,Guacamoles Fresh Mexican Grill,Phoenix,1,34,4,Mexican
jARmjhBKZWHyn8EC7H4saA,Palmyra,Edinburgh,1,49,4,Fast Food
jAWUEUMysKTW605pkzFT2Q,Vesuvio,Karlsruhe,1,7,3.5,Pizza
jawWFUtSkemeqmqAxnAvhQ,Bradshaw Social House,Charlotte,2,54,3,American (Traditional)
JaZXAfoAGDoFMC8jMSa4mA,L'Artizan Biztro,montreal,2,14,4.5,Pizza
jB1fFl1eIEPYe5FLpCZ5Jg,Sacks Sandwiches,Tempe,1,99,4,Fast Food
Jb5SB2OXbRW0e7ErGlMK-Q,Michael's Frozen Custard,Madison,1,41,3.5,Burgers
jBb5KHHAj4s8hcXVS6QXDg,Houston's Restaurant,Scottsdale,3,369,4,Steakhouses
JBCBlVaHfZUZrq-lQfryDA,Pho Da Lat,Tempe,1,241,3.5,Thai
jBEErJPsMyaX4Wt-p_w4uQ,ÊAT - Être avec Toi,montreal,3,6,3.5,Seafood
jBi0w1c-CkjR4K0kxz_PPQ,Bistro 57,N Las Vegas,2,75,3.5,Anonymous
jBIMDAwgJ57GUsI9xy4wEw,Superbook Deli,Las Vegas,2,34,3,Anonymous
JbJDlfcnYiyZRXeHQcAVjg,Raising Cane's,Phoenix,1,155,3.5,American (Traditional)
Jbjz-bmgOrqdbtoVd-1FzA,Subway,Henderson,1,7,2.5,Fast Food
JBNLnJyrJkhWfFNb3bNr0A,Bourbon Jacks,Chandler,2,123,4,American (Traditional)
JbotgsWgGXqJexXd6zB3Vg,Jason's Deli,Charlotte,1,49,4,Anonymous
jbPhu6e3lIkfT0sCMrlL2w,China Hot Wok,Las Vegas,1,119,4.5,Chinese
JBqnbJyOA2q_wtJ8xuWvUQ,Mi Peru South American Grill,Henderson,2,168,4,Anonymous
jBSx81vaJsakhNDnyv0Wpw,Barro's Pizza,Gilbert,1,66,4,Pizza
JBtHmLIXJprdHV2xMa0KKQ,Mama Maria's Mexican Restaurant,Las Vegas,1,113,4.5,Mexican
jBtrrUR8UjMLTwqjaSqCAA,Autumn Moon Chinese Buffet,Mesa,1,27,3,Chinese
JBu1kh-SIERKThPqIklwdg,Kypreos Restaurant,Kitchener,0,4,3.5,Greek
jBU3y-V_F037YdTWuqF_uw,Rachel's Kitchen,Henderson,2,270,4,Breakfast & Brunch
jBU7SiLVJAmjPUBkOJvW9w,Restaurant Deli Green Stop,montreal,2,10,2.5,Anonymous
Jbv39pK_ConiOlS3Rba05g,Picazzo's Organic Italian Kitchen,Scottsdale,2,215,3.5,Italian
jBxBeQFKe6Ll0rmZP29_8w,Geno's Giant Slice,Mesa,1,28,2,Pizza
jB-xemkQX2DiwfZh0KtjdQ,Oyster Bar,Las Vegas,2,55,4,Seafood
jC0NfLT7f-quxStb4FL3Mg,Restaurant Ezo Daou,montreal,0,7,4,Anonymous
jCad2RCY5BT0ZZhk9r1ivg,Mike & Tony's Gyros,Pittsburgh,1,31,3.5,Greek
JcCSbegCqXmwcV2ERv5TVw,Subway,Goodyear,1,8,3,Fast Food
jcJLwFit9lwYCiDBV7fuqA,McDonald's,Las Vegas,1,21,3,Burgers
JCkd5GzHR1mGK65Ov1BNfg,Jasmine,Edinburgh,0,8,3.5,Chinese
jCldB0wUJU9A_ti45vZ0bg,Chipotle Mexican Grill,Surprise,1,89,2.5,Fast Food
JCMKrzqAqf8FeVQdbQ8u6w,CiCI's Pizza,Las Vegas,1,32,3,Pizza
jCOTob1avPH52RNuniylkg,Abuelo's,Chandler,2,289,3.5,Mexican
JCOxrCco8ffHQpQyw9st7w,Subway,Pittsburgh,1,3,3.5,Fast Food
jCq0tv_OIWOMtVp2-nKXHw,Strada,Edinburgh,2,12,3,Italian
JCqFWCn31OMSk-vqF5aYNQ,Big Grove Tavern,Champaign,2,225,3.5,Breakfast & Brunch
JcttlqJIusjo82_pxpz6oQ,Sweet Tomatoes,Las Vegas,2,182,3.5,Vegetarian
jcug62C50ZtzDK7ABI4ivg,Cousins Maine Lobster - Phoenix,Phoenix,2,29,3.5,Seafood
jCUOqEK8Lln0PK3GeUl6IQ,Copper Star Coffee,Phoenix,1,415,4.5,Coffee & Tea
JcWk6o9gGXeNk6EamLoA6w,Taco Bell,Glendale,1,24,1.5,Fast Food
Jcy2OENZ9uTPee2gE6InMg,KJ's Curry Bowl,Madison,2,55,4,Asian Fusion
JcYf2kgpAgkpWq_7lf6I4Q,Domino's Pizza,Sun Prairie,2,7,2.5,Pizza
jCyRkEpj7ma4xsZ9jyR5uQ,Red Tea House,Pittsburgh,2,40,4,Sushi Bars
jCz2RXHuaG41H8GzkQPcOQ,Sí Café,Madison,1,6,4.5,Coffee & Tea
jD_tz3mOdxqXRf4ANG44ww,Café Mezcal,montreal,1,24,4,Breakfast & Brunch
JD1uVun5FEF_Ih2PnHCbuA,Dairyland Family Restaurant,Madison,1,17,2.5,American (New)
Jd6cHRP4JXdK2MP1NUWL_w,Ari Sushi,Cave Creek,2,82,4,Japanese
jD9evC0SINtFuRrU0acymw,El Patron,Matthews,2,15,3,Mexican
jDa3gDPD0AGLrCrUQ2rsAg,Kanpai,Edinburgh,2,65,4.5,Sushi Bars
JDaVLpgwJqE8Zro4ToFFwA,Checkpoint,Edinburgh,1,11,3.5,Cafes
JdAyXD2lsYtOGUc7DTsVEQ,Cafe Moulin,Pittsburgh,2,102,4,Breakfast & Brunch
J-DbYAGKlTtGySOWP0vaYQ,Tim Hortons,Dollard-des-Ormeaux,1,3,3,Coffee & Tea
JdCFcgw4yk4M1ZRhAhBIag,Applebee's,Madison,2,31,2.5,American (Traditional)
Jdcmb690Y9GlwR2ugSYpEQ,Caffe Nero,Edinburgh,1,5,3,Coffee & Tea
jdCWPS_Gh2burgvscJd-MA,Everest Ethnic Restaurant,Pittsburgh,1,15,3.5,Indian
JDDeaNfb0JXD1NbznSIC9g,P.F. Chang's,Homestead,2,95,3,Asian Fusion
jDdZdMcJ4f55gp0wc2inxA,Gio's Pizza,Anthem,1,75,4.5,Italian
JdHSfjXWD5aRZbfefo6Ccg,Mineo's Pizza,Pittsburgh,2,12,2,Pizza
JdIDnJocVGw3qPQt-TUCzg,Brickhouse BBQ,Madison,2,176,3,Barbeque
JDNhMXsoOm4FwBg7d_wq4Q,Pieology Pizzeria,Las Vegas,1,200,3.5,Pizza
JdNv6vdpft5g5FJWPCCQuw,Brooklyn Pizza Parlor,Charlotte,1,57,3.5,Italian
JDrNMAJH50LeypYcyCvtvg,Rössle,Karlsruhe,0,5,4,Anonymous
JdTCJkk2iM2hI-sY0i5Jag,Samurai Asian Bistro,Goodyear,1,42,4,Thai
JDxSetmCF6Vx_2OQNA825A,SpoonZ Cafe,Phoenix,2,3,4.5,Breakfast & Brunch
JdxYsy_eUryZ7ThLxu-JcA,L & L Hawaiian Barbecue,Las Vegas,1,11,5,Barbeque
jDyn5GnMiWllhB7qDpzltw,Tortas Ahogadas Guadalajara,Chandler,1,78,4.5,Mexican
Je396Ev-dvAvl3ei-O0EIg,Angry Crab Shack,Mesa,2,690,4,Seafood
Je8LREyjXe0ZSktQ1JV7aQ,Lili.Co,montreal,2,25,4,Anonymous
jE9GFT5q9Y-Z8rxNr8gvoA,Omega Coney Island,Indian Trail,1,51,3,Breakfast & Brunch
jE9hJ6DAC3gPfwx01KsgBg,Raspados Los Pinguinos,Las Vegas,1,3,4.5,Mexican
JEAiAkfljiW9npQSqeV6vQ,Fajardo's Cafe,Glendale,1,31,4,Mexican
jeaJi52LN9kr-G2LbUVWvQ,Subway,Las Vegas,1,17,2,Fast Food
jee-Ac2URnUwcjb2pmCouw,Mac's Speed Shop,Charlotte,2,25,3.5,Burgers
jEf18KTlek4zRHdsv6kIPQ,Brasserie V,Madison,2,248,4,Anonymous
jEfcKwbd7Fui0bokwI5zIA,Via Pizza,Montreal-Nord,0,3,3.5,Pizza
JeFDGdm4N8vHe2PnRHBBFQ,Chipotle Mexican Grill,Scottsdale,1,21,3,Fast Food
JEgK9SaZyEkmGKdZMXB15Q,Café Tommy,montreal,2,42,3,Coffee & Tea
jeH6GaIq-BDr__j9oqxKtA,Rosati's Pizza,Scottsdale,2,31,4,Italian
JEiSU3Kv6ZaS2y3AyT7_OA,Sunset Pizza & Grille,Carnegie,2,10,4.5,Fast Food
JeJXgEpfPfXLAiqfCVRwVQ,Boardwalk Billys II Raw Bar & Ribs,Charlotte,2,41,3.5,American (Traditional)
jEl3EMDpkGTaPz-eRA8mgw,Energy Cafe,Charlotte,1,19,3,Anonymous
jEOcq5m0y5IDohxgpRkfZw,South Street Burger Company,Waterloo,2,8,3,Burgers
JeQoph3qUjc1R1hB2Ym4hA,Topper's Pizza,Madison,2,16,3,Pizza
J-EQS4IM5pETROThj4qbIg,Vincent Cafe,Edinburgh,0,3,3.5,Cafes
JEreQgso7MH_Io3DXGsEOw,Ocean Prime,Phoenix,3,156,4,Seafood
JEsKdG3DB8x8OVMUPd4rsg,Restaurant Kreuz,Ettlingen,1,6,4.5,Anonymous
jeuOVN5ZMX-2kwe51SYf1g,Rubio's,Las Vegas,1,41,3.5,Mexican
jeVW4mtueMKmy-zIAosOmw,Laurel Tavern,Madison,2,31,3,American (Traditional)
jEWfxxA_kjeJE_Z_ku3zLA,RA Sushi Bar Restaurant,Tempe,2,309,3,Sushi Bars
JeWIt4KmArBy3pexcxrfxQ,Franktuary,Pittsburgh,1,16,3,Hot Dogs
JeXAH4ViHZpZi7RMC-NQjw,Lucky's Bar & Grille,Madison,1,18,3,American (Traditional)
JEYihNf_nuni2mHM_e__tg,Taco San Francisco,Las Vegas,1,6,5,Mexican
jEyv3Z9DzhKZ_ko5SmmJhA,Chick-fil-A,Indian Trail,1,9,4.5,Fast Food
JeZhzeNIfDYPSm9gKvsSPg,Easy Street,Pittsburgh,2,25,3.5,American (Traditional)
JEzpYSWtWo_Zs3rPcSQgQw,First In Flight Bar,Charlotte,2,32,3.5,Sushi Bars
jF4B8f5gbUByt5Z6SA1Zvw,Five Guys Burgers and Fries,Las Vegas,1,36,3.5,Burgers
jf4RUa9EQO37hqxRCxbEXQ,Saigon Nites Vietnamese Cuisine,Scottsdale,1,177,4,Vietnamese
JfAzm2_XRYGRu1JVYH2tlQ,Restaurant Sahib,Pointe-Claire,2,36,3.5,Indian
JFBg0EvHlRdyWWhe9Agl0g,Coach's Bottleshop & Grille,Pittsburgh,2,28,3.5,Burgers
JFbv06eHnkyTFUw8zJB7zQ,Curry Leaf Flavors of India,Las Vegas,2,233,4.5,Vegetarian
jf-D-0G0mRDEypvZ7yX-eg,Chez Vincenzo,montreal,1,17,4.5,Italian
jfDBaBgwINrGYAo8p2MJ4g,China Magic Noodle House,Chandler,1,407,4,Chinese
JfdDA_B4J8WpRdpliWkdgw,Rajbhog Indian Food Market & Cafe,Charlotte,1,42,3.5,Indian
jFfrM1y-L1icUZXjBpxmeg,Nogales Hot Dogs,Phoenix,1,123,4.5,Hot Dogs
JfHCkwm6Efu8ugt7W1fRmw,Mad Mex - Shadyside,Pittsburgh,2,227,3.5,Mexican
JfmueQg8DCnM8cOHMU8mAg,Restaurant im Hotel Steuermann,Karlsruhe,3,9,4,French
JfnlY2fWBUDCLvt2CzL58w,Taqueria La Korita,Phoenix,0,4,4.5,Mexican
JfnvDw7KSy2sNFN70qa3DA,Freshii,Madison,1,68,4,Vegetarian
JFoEf0Kn5GgFIKvAB7DQ3A,Sammy's Woodfired Pizza and Grill,Las Vegas,2,188,4,Pizza
JFqf-f4qQ07S_M_EQRO7VQ,Bobbie's Cafe of Sun City,Sun City,1,32,3,Breakfast & Brunch
JFQL_nMFo2bG215kCjuvmQ,Panchero's Mexican Grill,Madison,1,14,2.5,Mexican
JFtE_LnG2D8jYKxiWaVfzg,Silver Mine Subs,Madison,1,37,3,American (New)
JfwNftzYnLyX5O1Koc794g,Red Robin Gourmet Burgers,Madison,2,43,3.5,Burgers
jfWZ0MIQQa3MJm9IxTGgdQ,Dough Mama Wood Fired Pizza,Tempe,1,4,3.5,Pizza
jfXqQTdxktGQWkELGn-7wA,The Cheesecake Factory,Mesa,2,141,3.5,American (Traditional)
jfY2Xg5y3sXkS4RZU05s5Q,Wagamama,Edinburgh,2,5,4,Asian Fusion
jg_rZXVIvZjPYdbci-nDwg,Wings Over Madison,Madison,1,57,3.5,American (Traditional)
jG3R4dejS9aF8MHGbE8ucQ,Pearl Wok To Go,Las Vegas,1,88,3.5,Chinese
Jg5Dw1uQSy_emuQydIkjIw,BJ's Cocktail Lounge West,Las Vegas,2,74,4,Burgers
jG5rs1PJgHo1ZluqrDS_LQ,Rumblin' Tum,Edinburgh,0,5,3.5,Anonymous
jg8rb2o3n0WTB1cBxhEycg,Evo Cafe,Champaign,2,43,2.5,Chinese
JG8yZO9jZt_ikHQYK95vcQ,Cuisine AuntDai,montreal,2,36,4,Chinese
jgbEZzERVI4yvAAtXWW93A,La Piazza al Forno,Glendale,2,380,4,Pizza
jgc_K9MEC-a_oXdy1frvKg,Aladdin's Eatery,Pittsburgh,2,44,4,Mediterranean
jgdpC3omoMamyhyJ_97__g,Tomato,montreal,2,10,2.5,Italian
JGEJCYz7gbnOtxbgXB-zSg,Hong Kong Garden Seafood & BBQ Cafe,Las Vegas,2,119,3,Seafood
JgGpBGMAb1Nc2Z5jVIwZMA,Emperor Chinese Restaurant,Charlotte,1,21,2,Chinese
jgHNa2VHgeCANh8bgFDjjQ,Yogis Grill,Tempe,1,36,3,Japanese
JgJ7-0V_tCPVcn97aSZVug,McDonald's,Phoenix,1,11,2,Burgers
jgkT9RA3OCBqgniWCkwLrA,Krayvings,Las Vegas,2,281,4,Anonymous
jGldmslgIegQNM5kvb851Q,Maggiano's Little Italy,Scottsdale,2,354,3.5,Italian
JGmh01QWBJ6aOHB_TAMp1Q,Phyllo Bar Melina's,montreal,1,13,4.5,Greek
jgMw21g-yv7HX4drE10RAw,Dessie's Cafe,Chandler,1,67,3.5,Breakfast & Brunch
jgnFYdRo4Fx099ZSz1SXRQ,Uni Sushi & Steak,Surprise,2,155,4,Sushi Bars
